Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Adrian Dantley,UTA,.549,14.6,79,79,2984,802,1438,801,1434,1,4,813,946,179,269,448,310,61,4,263,201,2418,.558,.559,.250,.859
Larry Bird,BOS,.756,13.6,79,77,3028,758,1542,740,1469,18,73,374,421,181,615,796,520,144,69,237,197,1908,.492,.504,.247,.888
Sidney Moncrief,MIL,.610,12.7,79,79,3075,560,1125,555,1107,5,18,529,624,215,313,528,358,108,27,217,204,1654,.498,.501,.278,.848
Bernard King,NYK,.573,12.1,77,76,2667,795,1391,795,1387,0,4,437,561,123,271,394,164,75,17,197,273,2027,.572,.573,.000,.779
Bill Laimbeer,DET,.598,10.8,82,82,2864,553,1044,553,1033,0,11,316,365,329,674,1003,149,49,84,151,273,1422,.530,.535,.000,.866
Kevin McHale,BOS,.756,10.5,82,10,2577,587,1055,586,1052,1,3,336,439,208,402,610,104,23,126,150,243,1511,.556,.557,.333,.765
Robert Parish,BOS,.756,10.5,80,79,2867,623,1140,623,1140,0,0,274,368,243,614,857,139,55,116,184,266,1520,.546,.546,,.745
Kiki Vandeweghe,DEN,.463,10.3,78,71,2734,895,1603,884,1573,11,30,494,580,84,289,373,238,53,50,156,187,2295,.558,.562,.367,.852
Magic Johnson,LAL,.659,10.2,67,66,2567,441,780,435,751,6,29,290,358,99,392,491,875,150,49,306,169,1178,.565,.579,.207,.810
Julius Erving,PHI,.634,10.1,77,77,2683,678,1324,671,1303,7,21,364,483,190,342,532,309,141,139,230,217,1727,.512,.515,.333,.754
Rolando Blackman,DAL,.524,9.8,81,81,3025,721,1320,720,1309,1,11,372,458,124,249,373,288,56,37,169,127,1815,.546,.550,.091,.812
Bill Cartwright,NYK,.573,9.8,77,77,2487,453,808,453,807,0,1,404,502,195,454,649,107,44,97,200,262,1310,.561,.561,.000,.805
Larry Nance,PHO,.500,9.8,82,82,2899,601,1044,601,1037,0,7,249,352,227,451,678,214,86,174,177,274,1451,.576,.580,.000,.707
Jack Sikma,SEA,.512,9.7,82,82,2993,576,1155,576,1153,0,2,411,480,225,686,911,327,95,92,236,301,1563,.499,.500,.000,.856
Moses Malone,PHI,.634,9.5,71,71,2613,532,1101,532,1097,0,4,545,727,352,598,950,96,71,110,250,188,1609,.483,.485,.000,.750
Jim Paxson,POR,.585,9.5,81,81,2686,680,1322,663,1263,17,59,345,410,68,105,173,251,122,10,142,165,1722,.514,.525,.288,.841
Jeff Ruland,WSB,.427,9.3,75,75,3082,599,1035,598,1028,1,7,466,636,265,657,922,296,68,72,342,285,1665,.579,.582,.143,.733
Isiah Thomas,DET,.598,9.1,82,82,3007,669,1448,647,1383,22,65,388,529,103,224,327,914,204,33,307,324,1748,.462,.468,.338,.733
Mark Aguirre,DAL,.524,9.0,79,79,2900,925,1765,910,1709,15,56,465,621,161,308,469,358,80,22,285,246,2330,.524,.532,.268,.749
Kareem Abdul-Jabbar,LAL,.659,8.9,80,80,2622,716,1238,716,1237,0,1,285,394,169,418,587,211,55,143,221,211,1717,.578,.579,.000,.723
Marques Johnson,MIL,.610,8.6,74,74,2715,646,1288,644,1275,2,13,241,340,173,307,480,315,115,45,180,194,1535,.502,.505,.154,.709
Calvin Natt,POR,.585,8.4,79,74,2638,500,857,498,840,2,17,275,345,166,310,476,179,69,22,166,218,1277,.583,.593,.118,.797
Alex English,DEN,.463,8.2,82,77,2870,907,1714,906,1707,1,7,352,427,216,248,464,406,83,95,222,252,2167,.529,.531,.143,.824
Darryl Dawkins,NJN,.549,7.9,81,80,2417,507,855,505,850,2,5,341,464,159,382,541,123,60,136,231,386,1357,.593,.594,.400,.735
Rickey Green,UTA,.549,7.9,81,81,2768,439,904,437,887,2,17,192,234,56,174,230,748,215,13,172,155,1072,.486,.493,.118,.821
Terry Cummings,SDC,.366,7.5,81,80,2907,737,1491,737,1488,0,3,380,528,323,454,777,139,92,57,218,298,1854,.494,.495,.000,.720
Maurice Cheeks,PHI,.634,7.3,75,75,2494,386,702,378,682,8,20,170,232,44,161,205,478,171,20,182,196,950,.550,.554,.400,.733
Buck Williams,NJN,.549,7.3,81,81,3003,495,926,495,922,0,4,284,498,355,645,1000,130,81,125,237,298,1274,.535,.537,.000,.570
