Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Wilt Chamberlain,PHI,.756,20.4,82,,3836,819,1377,819,1377,,,354,932,,,1952,702,,,,160,1992,.595,.595,,.380
Connie Hawkins,PTP,,17.9,70,,3146,635,1223,633,1214,2,9,603,789,368,577,945,320,,,200,248,1875,.519,.521,.222,.764
Oscar Robertson,CIN,.476,12.3,65,,2765,660,1321,660,1321,,,576,660,,,391,633,,,,199,1896,.500,.500,,.873
Zelmo Beaty,STL,.683,11.8,82,,3068,639,1310,639,1310,,,455,573,,,959,174,,,,295,1733,.488,.488,,.794
Larry Jones,DNR,,11.8,76,,3085,602,1409,594,1367,8,42,530,683,,,599,270,,,232,268,1742,.427,.435,.190,.776
Hal Greer,PHI,.756,11.2,82,,3263,777,1626,777,1626,,,422,549,,,444,372,,,,289,1976,.478,.478,,.769
Walt Bellamy,NYK,.524,11.1,82,,2695,511,944,511,944,,,350,529,,,961,164,,,,259,1372,.541,.541,,.662
Bob Boozer,CHI,.354,10.6,77,,2988,622,1265,622,1265,,,411,535,,,756,121,,,,229,1655,.492,.492,,.768
Bailey Howell,BOS,.659,10.1,82,,2801,643,1336,643,1336,,,335,461,,,805,133,,,,285,1621,.481,.481,,.727
Jerry Lucas,CIN,.476,10.1,82,,3619,707,1361,707,1361,,,346,445,,,1560,251,,,,243,1760,.519,.519,,.778
Lenny Wilkens,STL,.683,10.1,82,,3169,546,1246,546,1246,,,546,711,,,438,679,,,,255,1638,.438,.438,,.768
Willis Reed,NYK,.524,10.0,81,,2879,659,1346,659,1346,,,367,509,,,1073,159,,,,343,1685,.490,.490,,.721
Goose Ligon,KEN,,9.7,78,,2801,428,942,427,938,1,4,405,595,370,559,929,143,,,188,307,1262,.454,.455,.250,.681
Arthur Becker,HSM,,9.6,76,,2689,563,1204,559,1192,4,12,297,362,252,461,713,95,,,154,321,1427,.468,.469,.333,.820
Jerry West,LAL,.634,9.6,51,,1919,476,926,476,926,,,391,482,,,294,310,,,,152,1343,.514,.514,,.811
Doug Moe,NOB,,9.4,78,,3113,665,1610,662,1588,3,22,551,693,249,546,795,202,,,199,282,1884,.413,.417,.136,.795
Willie Somerset,HSM,,9.4,61,,2334,467,1042,434,935,33,107,359,460,,,305,225,,,164,211,1326,.448,.464,.308,.780
Jimmy Jones,NOB,,9.3,78,,3255,551,1181,549,1172,2,9,360,508,,,443,179,,,241,243,1464,.467,.468,.222,.709
Earl Monroe,BAL,.439,9.3,82,,3012,742,1637,742,1637,,,507,649,,,465,349,,,,282,1991,.453,.453,,.781
Red Robbins,NOB,,9.3,73,,2159,448,918,446,912,2,6,245,308,366,528,894,73,,,115,157,1143,.488,.489,.333,.795
Mel Daniels,MNM,,9.2,78,,2938,669,1640,668,1635,1,5,390,678,502,711,1213,109,,,232,268,1729,.408,.409,.200,.575
John Beasley,DLC,,8.9,77,,2840,622,1264,622,1262,0,2,271,322,278,704,982,112,,,107,245,1515,.492,.493,.000,.842
Darel Carrier,KEN,,8.7,77,,3192,643,1545,559,1310,84,235,395,479,,,352,172,,,228,263,1765,.416,.427,.357,.825
Bill Bridges,STL,.683,8.6,82,,3197,466,1009,466,1009,,,347,484,,,1102,253,,,,366,1279,.462,.462,,.717
Rudy LaRusso,SFW,.524,8.6,79,,2819,602,1389,602,1389,,,522,661,,,741,182,,,,337,1726,.433,.433,,.790
Art Heyman,TOT,,8.5,73,,2555,457,1058,422,924,35,134,400,547,,,496,276,,,239,188,1349,.432,.457,.261,.731
Les Hunter,MNM,,8.4,75,,2552,513,1207,511,1190,2,17,290,468,332,406,738,116,,,204,297,1318,.425,.429,.118,.620
Bill Russell,BOS,.659,8.2,78,,2953,365,858,365,858,,,247,460,,,1451,357,,,,242,977,.425,.425,,.537
Chet Walker,PHI,.756,8.2,82,,2623,539,1172,539,1172,,,387,533,,,607,157,,,,252,1465,.460,.460,,.726
Cincinnatus Powell,DLC,,8.1,77,,2524,533,1089,532,1085,1,4,343,496,,,694,106,,,190,254,1410,.489,.490,.250,.692
Elgin Baylor,LAL,.634,8.0,77,,3029,757,1709,757,1709,,,488,621,,,941,355,,,,232,2002,.443,.443,,.786
Charles Beasley,DLC,,8.0,78,,2969,374,758,371,745,3,13,285,327,,,295,290,,,189,202,1036,.493,.498,.231,.872
Dan Anderson,NJA,,7.9,78,,2626,463,938,463,938,0,0,223,320,303,553,856,92,,,131,329,1149,.494,.494,,.697
Archie Clark,LAL,.634,7.9,81,,3039,628,1309,628,1309,,,356,481,,,342,353,,,,235,1612,.480,.480,,.740
Dick Barnett,NYK,.524,7.7,81,,2488,559,1159,559,1159,,,343,440,,,238,242,,,,222,1461,.482,.482,,.780
Sam Jones,BOS,.659,7.7,73,,2408,621,1348,621,1348,,,311,376,,,357,216,,,,181,1553,.461,.461,,.827
John Havlicek,BOS,.659,7.6,82,,2921,666,1551,666,1551,,,368,453,,,546,384,,,,237,1700,.429,.429,,.812
