Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Eddie Johnson,ATL,.561,6.3,78,,2413,501,982,501,982,,,243,292,65,105,170,360,121,11,213,241,1245,.510,.510,,.832
Maurice Lucas,POR,.549,6.2,69,,2462,568,1208,568,1208,,,270,345,192,524,716,215,66,81,233,254,1406,.470,.470,,.783
Kevin Porter,DET,.366,6.2,82,,3064,534,1110,534,1110,,,192,266,62,147,209,1099,158,5,337,302,1260,.481,.481,,.722
Rudy Tomjanovich,HOU,.573,6.2,74,,2641,620,1200,620,1200,,,168,221,170,402,572,137,44,18,138,186,1408,.517,.517,,.760
Mitch Kupchak,WSB,.659,5.9,66,,1604,369,685,369,685,,,223,300,152,278,430,88,23,23,120,141,961,.539,.539,,.743
Bob Lanier,DET,.366,5.9,53,,1835,489,950,489,950,,,275,367,164,330,494,140,50,75,175,181,1253,.515,.515,,.749
Bob McAdoo,TOT,,5.8,60,,2231,596,1127,596,1127,,,295,450,130,390,520,168,74,67,217,189,1487,.529,.529,,.656
Randy Smith,SDC,.524,5.8,82,,3111,693,1523,693,1523,,,292,359,102,193,295,395,177,5,255,177,1678,.455,.455,,.813
Adrian Dantley,LAL,.573,5.7,60,,1775,374,733,374,733,,,292,342,131,211,342,138,63,12,155,162,1040,.510,.510,,.854
Phil Ford,KCK,.585,5.7,79,,2723,467,1004,467,1004,,,326,401,33,149,182,681,174,6,323,245,1260,.465,.465,,.813
Toby Knight,NYK,.378,5.7,82,,2667,609,1174,609,1174,,,145,206,201,347,548,124,61,60,163,309,1363,.519,.519,,.704
James Silas,SAS,.585,5.7,79,,2171,466,922,466,922,,,334,402,35,148,183,273,76,20,199,215,1266,.505,.505,,.831
Tom Boswell,DEN,.573,5.6,79,,2201,321,603,321,603,,,198,284,248,290,538,242,50,51,185,263,840,.532,.532,,.697
Ron Brewer,POR,.549,5.6,81,,2454,434,878,434,878,,,210,256,88,141,229,165,102,79,153,181,1078,.494,.494,,.820
Junior Bridgeman,MIL,.463,5.5,82,,1963,540,1067,540,1067,,,189,228,113,184,297,163,88,41,138,184,1269,.506,.506,,.829
Swen Nater,SDC,.524,5.5,79,,2006,357,627,357,627,,,132,165,218,483,701,140,38,29,170,244,846,.569,.569,,.800
Don Buse,PHO,.610,5.4,82,,2544,285,576,285,576,,,70,91,44,173,217,356,156,18,96,149,640,.495,.495,,.769
Steve Hawes,ATL,.561,5.4,81,,2205,372,756,372,756,,,108,132,190,401,591,184,79,47,145,264,852,.492,.492,,.818
Terry Tyler,DET,.366,5.4,82,,2560,456,946,456,946,,,144,219,211,437,648,89,104,201,141,254,1056,.482,.482,,.658
Mike Bantom,IND,.463,5.2,81,,2528,482,1036,482,1036,,,227,338,225,425,650,223,99,62,193,316,1191,.465,.465,,.672
Fred Brown,SEA,.634,5.2,77,,1961,446,951,446,951,,,183,206,38,134,172,260,119,23,164,142,1075,.469,.469,,.888
Johnny Davis,IND,.463,5.2,79,,2971,565,1240,565,1240,,,314,396,70,121,191,453,95,22,214,177,1444,.456,.456,,.793
Phil Smith,GSW,.463,5.2,59,,2288,489,977,489,977,,,194,255,48,164,212,261,101,23,170,159,1172,.501,.501,,.761
Billy Paultz,SAS,.585,5.1,79,,2122,399,758,399,758,,,114,194,169,456,625,178,35,125,157,204,912,.526,.526,,.588
Truck Robinson,TOT,,5.1,69,,2537,566,1152,566,1152,,,324,462,195,607,802,113,46,75,233,206,1456,.491,.491,,.701
Lonnie Shelton,SEA,.634,5.1,76,,2158,446,859,446,859,,,131,189,182,286,468,110,76,75,188,266,1023,.519,.519,,.693
Dave Twardzik,POR,.549,5.1,64,,1570,203,381,203,381,,,261,299,39,80,119,176,84,4,127,185,667,.533,.533,,.873
John Williamson,NJN,.451,5.1,74,,2451,635,1367,635,1367,,,373,437,53,143,196,255,89,12,233,215,1643,.465,.465,,.854
Austin Carr,CLE,.366,5.0,82,,2714,551,1161,551,1161,,,292,358,155,135,290,217,77,14,175,210,1394,.475,.475,,.816
Caldwell Jones,PHI,.573,5.0,78,,2171,302,637,302,637,,,121,162,177,570,747,151,39,157,156,303,725,.474,.474,,.747
Maurice Cheeks,PHI,.573,4.9,82,,2409,292,572,292,572,,,101,140,63,191,254,431,174,12,193,198,685,.510,.510,,.721
Jim McElroy,NOJ,.317,4.9,79,,2698,539,1097,539,1097,,,259,340,61,154,215,453,148,49,237,183,1337,.491,.491,,.762
Steve Mix,PHI,.573,4.9,74,,1269,265,493,265,493,,,161,201,109,184,293,121,57,16,100,112,691,.538,.538,,.801
Dave Cowens,BOS,.354,4.8,68,,2517,488,1010,488,1010,,,151,187,152,500,652,242,76,51,174,263,1127,.483,.483,,.807
Darryl Dawkins,PHI,.573,4.6,78,,2035,430,831,430,831,,,158,235,123,508,631,128,32,143,197,295,1018,.517,.517,,.672
Tom Henderson,WSB,.659,4.5,70,,2081,299,641,299,641,,,156,195,51,112,163,419,87,10,148,123,754,.466,.466,,.800
Robert Reid,HOU,.573,4.5,82,,2259,382,777,382,777,,,131,186,129,354,483,230,75,48,131,302,895,.492,.492,,.704
Alvin Scott,PHO,.610,4.4,81,,1737,212,396,212,396,,,120,168,104,256,360,126,80,62,99,139,544,.535,.535,,.714
Mychal Thompson,POR,.549,4.4,73,,2144,460,938,460,938,,,154,269,198,406,604,176,67,134,205,270,1074,.490,.490,,.572
Ernie Grunfeld,MIL,.463,4.3,82,,1778,326,661,326,661,,,191,251,124,236,360,216,58,15,141,220,843,.493,.493,,.761
Spencer Haywood,TOT,,4.3,68,,2361,595,1205,595,1205,,,231,292,172,361,533,127,40,82,200,236,1421,.494,.494,,.791
Ricky Sobers,IND,.463,4.3,81,,2825,553,1194,553,1194,,,298,338,118,183,301,450,138,23,304,315,1404,.463,.463,,.882
Rick Barry,HOU,.573,4.2,80,,2566,461,1000,461,1000,,,160,169,40,237,277,502,95,38,198,195,1082,.461,.461,,.947
Doug Collins,PHI,.573,4.2,47,,1595,358,717,358,717,,,201,247,36,87,123,191,52,20,131,139,917,.499,.499,,.814
Armond Hill,ATL,.561,4.2,82,,2527,296,682,296,682,,,246,288,41,123,164,480,102,16,202,292,838,.434,.434,,.854
Mark Olberding,SAS,.585,4.2,80,,1885,261,551,261,551,,,233,290,96,333,429,211,53,18,163,282,755,.474,.474,,.803
Brian Winters,MIL,.463,4.2,79,,2575,662,1343,662,1343,,,237,277,48,129,177,383,83,40,257,243,1561,.493,.493,,.856
Coby Dietrick,SAS,.585,4.1,76,,1487,209,400,209,400,,,79,99,88,227,315,198,72,38,92,206,497,.523,.523,,.798
Greg Ballard,WSB,.659,3.9,82,,1552,260,559,260,559,,,119,172,143,307,450,116,58,30,97,167,639,.465,.465,,.692
Paul Silas,SEA,.634,3.9,82,,1957,170,402,170,402,,,116,194,259,316,575,115,31,19,98,177,456,.423,.423,,.598
Ray Williams,NYK,.378,3.9,81,,2370,575,1257,575,1257,,,251,313,104,187,291,504,128,19,285,274,1401,.457,.457,,.802
Mike Green,SAS,.585,3.8,76,,1641,235,477,235,477,,,101,144,131,223,354,116,37,122,89,230,571,.493,.493,,.701
Wilbur Holland,CHI,.378,3.8,82,,2483,445,940,445,940,,,141,176,78,176,254,330,122,12,185,240,1031,.473,.473,,.801
Clifford Ray,GSW,.463,3.8,82,,1917,231,439,231,439,,,106,190,213,395,608,136,47,50,153,264,568,.526,.526,,.558
Tom Abernethy,GSW,.463,3.7,70,,1219,176,342,176,342,,,70,94,74,142,216,79,39,13,32,133,422,.515,.515,,.745
Henry Bibby,PHI,.573,3.7,82,,2538,368,869,368,869,,,266,335,72,172,244,371,72,7,197,199,1002,.423,.423,,.794
