Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Wilt Chamberlain,PHW,.613,23.1,80,,3882,1597,3159,1597,3159,,,835,1363,,,2052,192,,,,123,4029,.506,.506,,.613
Walt Bellamy,CHP,.225,16.3,79,,3344,973,1875,973,1875,,,549,853,,,1500,210,,,,281,2495,.519,.519,,.644
Oscar Robertson,CIN,.538,15.6,79,,3503,866,1810,866,1810,,,700,872,,,985,899,,,,258,2432,.478,.478,,.803
Bill Russell,BOS,.750,15.5,76,,3433,575,1258,575,1258,,,286,481,,,1790,341,,,,207,1436,.457,.457,,.595
Jerry West,LAL,.675,12.9,75,,3087,799,1795,799,1795,,,712,926,,,591,402,,,,173,2310,.445,.445,,.769
Richie Guerin,NYK,.363,12.1,78,,3348,839,1897,839,1897,,,625,762,,,501,539,,,,299,2303,.442,.442,,.820
Bob Pettit,STL,.363,11.5,78,,3282,867,1928,867,1928,,,695,901,,,1459,289,,,,296,2429,.450,.450,,.771
Bailey Howell,DET,.463,10.7,79,,2857,553,1193,553,1193,,,470,612,,,996,186,,,,317,1576,.464,.464,,.768
Sam Jones,BOS,.750,9.6,78,,2388,596,1284,596,1284,,,243,297,,,458,232,,,,149,1435,.464,.464,,.818
Tom Heinsohn,BOS,.750,9.3,79,,2383,692,1613,692,1613,,,358,437,,,747,165,,,,280,1742,.429,.429,,.819
Rudy LaRusso,LAL,.675,8.8,80,,2754,516,1108,516,1108,,,342,448,,,828,179,,,,255,1374,.466,.466,,.763
Jack Twyman,CIN,.538,8.6,80,,2991,739,1542,739,1542,,,353,435,,,638,215,,,,323,1831,.479,.479,,.811
Hal Greer,SYR,.513,8.5,71,,2705,644,1442,644,1442,,,331,404,,,524,313,,,,252,1619,.447,.447,,.819
Cliff Hagan,STL,.363,8.5,77,,2784,701,1490,701,1490,,,362,439,,,633,370,,,,282,1764,.470,.470,,.825
Elgin Baylor,LAL,.675,7.9,48,,2129,680,1588,680,1588,,,476,631,,,892,222,,,,155,1836,.428,.428,,.754
Red Kerr,SYR,.513,7.8,80,,2768,541,1220,541,1220,,,222,302,,,1176,243,,,,272,1304,.443,.443,,.735
Frank Ramsey,BOS,.750,7.3,79,,1913,436,1019,436,1019,,,334,405,,,387,109,,,,245,1206,.428,.428,,.825
Tom Sanders,BOS,.750,7.2,80,,2325,350,804,350,804,,,197,263,,,762,74,,,,279,897,.435,.435,,.749
Dave Gambee,SYR,.513,7.0,80,,2301,477,1126,477,1126,,,384,470,,,631,114,,,,275,1338,.424,.424,,.817
Wayne Embry,CIN,.538,6.7,75,,2623,564,1210,564,1210,,,356,516,,,977,182,,,,286,1484,.466,.466,,.690
Paul Arizin,PHW,.613,6.3,78,,2785,611,1490,611,1490,,,484,601,,,527,201,,,,307,1706,.410,.410,,.805
Bob Cousy,BOS,.750,6.3,75,,2114,462,1181,462,1181,,,251,333,,,261,584,,,,135,1175,.391,.391,,.754
Larry Costello,SYR,.513,5.9,63,,1854,310,726,310,726,,,247,295,,,245,359,,,,220,867,.427,.427,,.837
Gene Shue,DET,.463,5.6,80,,3143,580,1422,580,1422,,,362,447,,,372,465,,,,192,1522,.408,.408,,.810
Willie Naulls,NYK,.363,5.5,75,,2978,747,1798,747,1798,,,383,455,,,867,192,,,,260,1877,.415,.415,,.842
Frank Selvy,LAL,.675,5.5,79,,2806,433,1032,433,1032,,,298,404,,,412,381,,,,232,1164,.420,.420,,.738
Al Attles,PHW,.613,5.2,75,,2468,343,724,343,724,,,158,267,,,355,333,,,,279,844,.474,.474,,.592
Johnny Green,NYK,.363,5.1,80,,2789,507,1164,507,1164,,,261,434,,,1066,191,,,,265,1275,.436,.436,,.601
Lee Shaffer,SYR,.513,5.0,75,,2083,514,1180,514,1180,,,239,310,,,511,99,,,,266,1267,.436,.436,,.771
Bob Ferry,DET,.463,4.9,80,,1918,411,939,411,939,,,286,422,,,503,145,,,,199,1108,.438,.438,,.678
K.C. Jones,BOS,.750,4.9,80,,2054,294,724,294,724,,,147,232,,,298,343,,,,206,735,.406,.406,,.634
Andy Johnson,CHP,.225,4.6,71,,2193,365,814,365,814,,,284,452,,,351,228,,,,247,1014,.448,.448,,.628
Don Ohl,DET,.463,4.5,77,,2526,555,1250,555,1250,,,201,280,,,267,244,,,,173,1311,.444,.444,,.718
Tom Gola,PHW,.613,4.4,60,,2462,322,765,322,765,,,176,230,,,587,295,,,,267,820,.421,.421,,.765
Jim Krebs,LAL,.675,4.2,78,,2012,312,701,312,701,,,156,208,,,616,110,,,,290,780,.445,.445,,.750
Al Butler,TOT,,4.1,59,,2016,349,754,349,754,,,129,182,,,337,205,,,,156,827,.463,.463,,.709
Bob Boozer,CIN,.538,3.9,79,,2488,410,936,410,936,,,263,372,,,804,130,,,,275,1083,.438,.438,,.707
Tom Meschery,PHW,.613,3.7,80,,2509,375,929,375,929,,,216,262,,,729,145,,,,330,966,.404,.404,,.824
Clyde Lovellette,STL,.363,3.6,40,,1192,341,724,341,724,,,155,187,,,350,68,,,,136,837,.471,.471,,.829
Walter Dukes,DET,.463,3.3,77,,1896,256,647,256,647,,,208,291,,,803,125,,,,327,720,.396,.396,,.715
Paul Neumann,SYR,.513,3.2,77,,1265,172,401,172,401,,,133,172,,,194,176,,,,203,477,.429,.429,,.773
Bucky Bockhorn,CIN,.538,3.1,80,,3062,531,1234,531,1234,,,198,251,,,376,366,,,,280,1260,.430,.430,,.789
Larry Foust,STL,.363,3.1,57,,1153,204,433,204,433,,,145,178,,,328,78,,,,186,553,.471,.471,,.815
Dolph Schayes,SYR,.513,3.1,56,,1480,268,751,268,751,,,286,319,,,439,120,,,,167,822,.357,.357,,.897
Jackie Moreland,DET,.463,2.6,74,,1219,205,487,205,487,,,139,186,,,427,76,,,,179,549,.421,.421,,.747
Ray Scott,DET,.463,2.5,75,,2087,370,956,370,956,,,255,388,,,865,132,,,,232,995,.387,.387,,.657
Al Bianchi,SYR,.513,2.4,80,,1925,336,847,336,847,,,154,221,,,281,263,,,,232,826,.397,.397,,.697
Dave Budd,NYK,.363,2.3,79,,1370,188,431,188,431,,,138,231,,,345,86,,,,162,514,.436,.436,,.597
Ray Felix,LAL,.675,2.3,80,,1478,171,398,171,398,,,90,130,,,473,55,,,,266,432,.430,.430,,.692
Tom Hawkins,LAL,.675,2.1,79,,1903,289,704,289,704,,,143,222,,,514,95,,,,244,721,.411,.411,,.644
Guy Rodgers,PHW,.613,2.1,80,,2650,267,749,267,749,,,121,182,,,348,643,,,,312,655,.356,.356,,.665
Joe Roberts,SYR,.513,1.9,80,,1642,243,619,243,619,,,129,194,,,538,50,,,,230,615,.393,.393,,.665
Adrian Smith,CIN,.538,1.8,80,,1462,202,499,202,499,,,172,222,,,151,167,,,,101,576,.405,.405,,.775
Fred LaCour,STL,.363,1.7,73,,1507,230,536,230,536,,,106,130,,,272,166,,,,168,566,.429,.429,,.815
George Lee,DET,.463,1.7,75,,1351,179,500,179,500,,,213,280,,,349,64,,,,128,571,.358,.358,,.761
Shellie McMillon,TOT,,1.7,62,,1225,265,591,265,591,,,108,182,,,368,59,,,,202,638,.448,.448,,.593
Cleveland Buckner,NYK,.363,1.3,62,,696,158,367,158,367,,,83,133,,,236,39,,,,114,399,.431,.431,,.624
Johnny Egan,DET,.463,1.3,58,,696,128,301,128,301,,,64,84,,,86,102,,,,64,320,.425,.425,,.762
Hub Reed,CIN,.538,1.3,80,,1446,203,460,203,460,,,60,82,,,440,53,,,,267,466,.441,.441,,.732
Joe Buckhalter,CIN,.538,1.2,63,,728,153,334,153,334,,,67,108,,,262,43,,,,123,373,.458,.458,,.620
Howie Jolliff,LAL,.675,1.2,64,,1094,104,253,104,253,,,41,78,,,383,76,,,,175,249,.411,.411,,.526
Slick Leonard,CHP,.225,1.2,70,,2464,423,1128,423,1128,,,279,371,,,199,378,,,,186,1125,.375,.375,,.752
Al Ferrari,STL,.363,0.9,79,,2046,208,582,208,582,,,175,219,,,213,313,,,,278,591,.357,.357,,.799
Barney Cable,TOT,,0.7,67,,1861,305,749,305,749,,,118,181,,,563,115,,,,211,728,.407,.407,,.652
Gene Guarilia,BOS,.750,0.7,45,,367,61,161,61,161,,,41,64,,,124,11,,,,56,163,.379,.379,,.641
Darrall Imhoff,NYK,.363,0.7,76,,1481,186,482,186,482,,,80,139,,,470,82,,,,230,452,.386,.386,,.576
Bob McNeill,TOT,,0.7,50,,441,56,136,56,136,,,26,34,,,56,89,,,,56,138,.412,.412,,.765
Ralph Davis,CHP,.225,0.6,77,,1992,364,881,364,881,,,71,103,,,162,247,,,,187,799,.413,.413,,.689
Swede Halbrook,SYR,.513,0.6,64,,908,152,422,152,422,,,96,151,,,399,33,,,,179,400,.360,.360,,.636
Carl Braun,BOS,.750,0.5,48,,414,78,207,78,207,,,20,27,,,50,71,,,,49,176,.377,.377,,.741
Jim Loscutoff,BOS,.750,0.5,79,,1146,188,519,188,519,,,45,84,,,329,51,,,,185,421,.362,.362,,.536
Ted Luckenbill,PHW,.613,0.4,67,,396,43,120,43,120,,,49,76,,,110,27,,,,67,135,.358,.358,,.645
Bob Sims,TOT,,0.4,65,,1345,193,491,193,491,,,123,216,,,183,154,,,,187,509,.393,.393,,.569
Lenny Wilkens,STL,.363,0.4,20,,870,140,364,140,364,,,84,110,,,131,116,,,,63,364,.385,.385,,.764
Cleo Hill,STL,.363,0.3,58,,1050,107,309,107,309,,,106,137,,,178,114,,,,98,320,.346,.346,,.774
York Larese,TOT,,0.3,59,,703,122,327,122,327,,,58,72,,,77,94,,,,104,302,.373,.373,,.806
Gary Phillips,BOS,.750,0.3,67,,713,110,310,110,310,,,50,86,,,107,64,,,,109,270,.355,.355,,.581
Horace Walker,CHP,.225,0.3,65,,1331,149,439,149,439,,,140,193,,,466,69,,,,194,438,.339,.339,,.725
Charlie Tyra,CHP,.225,0.2,78,,1606,193,534,193,534,,,133,214,,,610,86,,,,210,519,.361,.361,,.621
Hot Rod Hundley,LAL,.675,0.1,78,,1492,173,509,173,509,,,83,127,,,199,290,,,,129,429,.340,.340,,.654
Bevo Nordmann,CIN,.538,0.1,58,,344,51,126,51,126,,,29,57,,,128,18,,,,81,131,.405,.405,,.509
Ed Burton,NYK,.363,0.0,8,,28,7,14,7,14,,,1,4,,,5,1,,,,3,15,.500,.500,,.250
Rich Eichhorst,STL,.363,0.0,1,,10,1,2,1,2,,,0,0,,,1,3,,,,1,2,.500,.500,,
Doug Kistler,NYK,.363,0.0,5,,13,3,6,3,6,,,2,4,,,1,0,,,,2,8,.500,.500,,.500
Frank Radovich,PHW,.613,0.0,37,,175,37,93,37,93,,,13,26,,,51,4,,,,27,87,.398,.398,,.500
Bobby Smith,LAL,.675,0.0,3,,7,0,1,0,1,,,0,0,,,0,0,,,,1,0,.000,.000,,
Jack Turner,CHP,.225,0.0,42,,567,84,221,84,221,,,32,42,,,85,44,,,,51,200,.380,.380,,.762
Stacey Arceneaux,STL,.363,-0.1,7,,110,22,56,22,56,,,6,13,,,32,4,,,,10,50,.393,.393,,.462
George Blaney,NYK,.363,-0.1,36,,363,54,142,54,142,,,9,17,,,36,45,,,,34,117,.380,.380,,.529
George Bon Salle,CHP,.225,-0.1,3,,9,2,8,2,8,,,0,0,,,2,0,,,,0,4,.250,.250,,
Ed Conlin,PHW,.613,-0.1,70,,963,128,371,128,371,,,66,89,,,155,85,,,,118,322,.345,.345,,.742
Jimmy Darrow,STL,.363,-0.1,5,,34,3,15,3,15,,,6,7,,,7,6,,,,9,12,.200,.200,,.857
Willie Jones,DET,.463,-0.1,69,,1006,177,475,177,475,,,64,101,,,177,115,,,,137,418,.373,.373,,.634
Chuck Osborne,SYR,.513,-0.1,4,,21,1,8,1,8,,,3,4,,,9,1,,,,3,5,.125,.125,,.750
Dave Piontek,CHP,.225,-0.1,45,,614,83,225,83,225,,,39,59,,,155,31,,,,89,205,.369,.369,,.661
Sam Stith,NYK,.363,-0.1,32,,440,59,162,59,162,,,23,38,,,51,60,,,,55,141,.364,.364,,.605
Dave Zeller,CIN,.538,-0.1,61,,278,36,102,36,102,,,18,24,,,27,58,,,,37,90,.353,.353,,.750
Ron Horn,STL,.363,-0.2,3,,25,1,12,1,12,,,1,2,,,6,1,,,,4,3,.083,.083,,.500
Phil Jordon,NYK,.363,-0.2,76,,2195,403,1028,403,1028,,,96,168,,,482,156,,,,258,902,.392,.392,,.571
Bill Smith,NYK,.363,-0.2,9,,83,8,33,8,33,,,7,8,,,16,7,,,,6,23,.242,.242,,.875
