Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Tim Duncan,SAS,.707,17.8,82,82,3329,764,1504,763,1494,1,10,560,701,268,774,1042,307,61,203,263,217,2089,.508,.511,.100,.799
Elton Brand,LAC,.476,13.6,80,80,3020,532,1010,532,1010,0,0,389,524,396,529,925,191,80,163,173,254,1453,.527,.527,,.742
Dirk Nowitzki,DAL,.695,13.4,76,76,2891,600,1258,461,908,139,350,440,516,120,635,755,186,83,77,145,222,1779,.477,.508,.397,.853
Shaquille O'Neal,LAL,.707,13.2,67,66,2422,712,1229,712,1228,0,1,398,717,235,480,715,200,41,137,171,199,1822,.579,.580,.000,.555
Paul Pierce,BOS,.598,12.9,82,82,3302,707,1598,497,1078,210,520,520,643,81,485,566,261,154,86,241,237,2144,.442,.461,.404,.809
Kevin Garnett,MIN,.610,12.8,81,81,3175,659,1401,622,1285,37,116,359,448,243,738,981,422,96,126,229,184,1714,.470,.484,.319,.801
Kobe Bryant,LAL,.707,12.7,80,80,3063,749,1597,716,1465,33,132,488,589,112,329,441,438,118,35,223,228,2019,.469,.489,.250,.829
Gary Payton,SEA,.549,12.6,82,82,3301,737,1578,663,1342,74,236,267,335,80,316,396,737,131,26,209,179,1815,.467,.494,.314,.797
Brent Barry,SEA,.549,12.1,81,81,3040,401,790,237,403,164,387,198,234,58,383,441,426,147,37,165,182,1164,.508,.588,.424,.846
Ben Wallace,DET,.610,11.6,80,80,2921,255,480,255,477,0,3,99,234,318,721,1039,115,138,278,70,178,609,.531,.535,.000,.423
Tracy McGrady,ORL,.537,11.5,76,76,2912,715,1586,612,1303,103,283,415,555,150,447,597,400,119,73,189,139,1948,.451,.470,.364,.748
John Stockton,UTA,.537,10.7,82,82,2566,401,775,376,697,25,78,275,321,59,204,263,674,152,24,208,209,1102,.517,.539,.321,.857
Eddie Jones,MIA,.439,10.5,81,81,3156,517,1198,368,816,149,382,297,355,61,317,378,262,117,77,148,258,1480,.432,.451,.390,.837
Andre Miller,CLE,.354,10.3,81,81,3023,474,1045,452,958,22,87,365,447,108,271,379,882,126,34,245,228,1335,.454,.472,.253,.817
David Robinson,SAS,.707,10.1,78,78,2303,341,672,341,672,0,0,269,395,191,456,647,94,86,140,104,193,951,.507,.507,,.681
Steve Nash,DAL,.695,9.9,82,82,2837,525,1088,369,745,156,343,260,293,50,204,254,634,53,4,229,164,1466,.483,.495,.455,.887
Peja Stojakovic,SAC,.744,9.9,71,71,2649,547,1130,418,820,129,310,283,323,72,301,373,175,81,14,140,120,1506,.484,.510,.416,.876
Karl Malone,UTA,.537,9.8,80,80,3040,635,1399,626,1374,9,25,509,639,142,544,686,341,152,59,263,229,1788,.454,.456,.360,.797
Shawn Marion,PHO,.439,9.8,81,81,3109,654,1395,606,1273,48,122,191,226,211,592,803,162,149,86,144,214,1547,.469,.476,.393,.845
Rasheed Wallace,POR,.598,9.7,79,79,2963,603,1287,489,970,114,317,201,274,136,509,645,152,101,101,131,212,1521,.469,.504,.360,.734
Dikembe Mutombo,PHI,.524,9.6,80,80,2907,321,641,321,641,0,0,278,364,254,609,863,83,29,190,156,242,920,.501,.501,,.764
Reggie Miller,IND,.512,9.5,79,79,2889,414,913,234,470,180,443,296,325,23,196,219,253,88,10,120,143,1304,.453,.498,.406,.911
Ray Allen,MIL,.500,8.9,69,67,2525,530,1148,301,620,229,528,214,245,81,231,312,271,88,18,159,157,1503,.462,.485,.434,.873
Jason Kidd,NJN,.634,8.9,82,82,3056,445,1138,328,774,117,364,201,247,130,465,595,808,175,20,286,136,1208,.391,.424,.321,.814
Wally Szczerbiak,MIN,.610,8.7,82,82,3117,609,1200,522,1009,87,191,226,272,120,271,391,257,66,21,181,188,1531,.508,.517,.455,.831
Sam Cassell,MIL,.500,8.6,74,73,2605,554,1197,483,993,71,204,282,328,54,258,312,493,90,12,177,208,1461,.463,.486,.348,.860
Doug Christie,SAC,.744,8.6,81,81,2798,338,735,248,479,90,256,206,242,74,300,374,340,160,25,164,209,972,.460,.518,.352,.851
Rashard Lewis,SEA,.549,8.6,71,70,2585,455,972,332,656,123,316,162,200,139,359,498,123,104,40,97,174,1195,.468,.506,.389,.810
Jason Terry,ATL,.402,8.6,78,78,2967,524,1219,352,775,172,444,284,340,40,230,270,444,144,13,181,156,1504,.430,.454,.387,.835
Chris Webber,SAC,.744,8.6,54,54,2071,532,1075,527,1056,5,19,253,338,150,396,546,258,90,76,158,181,1322,.495,.499,.263,.749
Dale Davis,POR,.598,8.5,78,77,2447,296,580,296,580,0,0,150,212,262,426,688,96,62,83,62,193,742,.510,.510,,.708
Brad Miller,TOT,,8.3,76,75,2263,366,733,363,726,3,7,297,383,252,369,621,152,76,41,115,244,1032,.499,.500,.429,.775
