Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Wilt Chamberlain,PHW,.653,17.0,72,,3338,1065,2311,1065,2311,,,577,991,,,1941,168,,,,150,2707,.461,.461,,.582
Bill Russell,BOS,.787,13.8,74,,3146,555,1189,555,1189,,,240,392,,,1778,277,,,,210,1350,.467,.467,,.612
Cliff Hagan,STL,.613,11.8,75,,2798,719,1549,719,1549,,,421,524,,,803,299,,,,270,1859,.464,.464,,.803
Elgin Baylor,MNL,.333,11.5,70,,2873,755,1781,755,1781,,,564,770,,,1150,243,,,,234,2074,.424,.424,,.732
Bob Pettit,STL,.613,11.5,72,,2896,669,1526,669,1526,,,544,722,,,1221,257,,,,204,1882,.438,.438,,.753
Tom Gola,PHW,.653,9.9,75,,2870,426,983,426,983,,,270,340,,,779,409,,,,311,1122,.433,.433,,.794
Dolph Schayes,SYR,.600,9.5,75,,2741,578,1440,578,1440,,,533,597,,,959,256,,,,263,1689,.401,.401,,.893
Paul Arizin,PHW,.653,9.2,72,,2618,593,1400,593,1400,,,420,526,,,621,165,,,,263,1606,.424,.424,,.798
Clyde Lovellette,STL,.613,9.0,68,,1953,550,1174,550,1174,,,316,385,,,721,127,,,,248,1416,.468,.468,,.821
George Yardley,SYR,.600,9.0,73,,2402,546,1205,546,1205,,,381,467,,,579,122,,,,227,1473,.453,.453,,.816
Kenny Sears,NYK,.360,8.8,64,,2099,412,863,412,863,,,363,418,,,876,127,,,,191,1187,.477,.477,,.868
Gene Shue,DET,.400,8.5,75,,3338,620,1501,620,1501,,,472,541,,,409,295,,,,146,1712,.413,.413,,.872
Jack Twyman,CIN,.253,8.3,75,,3023,870,2063,870,2063,,,598,762,,,664,260,,,,275,2338,.422,.422,,.785
Larry Costello,SYR,.600,8.0,71,,2469,372,822,372,822,,,249,289,,,388,449,,,,234,993,.453,.453,,.862
Bill Sharman,BOS,.787,7.9,71,,1916,559,1225,559,1225,,,252,291,,,262,144,,,,154,1370,.456,.456,,.866
Bob Cousy,BOS,.787,7.8,75,,2588,568,1481,568,1481,,,319,403,,,352,715,,,,146,1455,.384,.384,,.792
Tom Heinsohn,BOS,.787,7.7,75,,2420,673,1590,673,1590,,,283,386,,,794,171,,,,275,1629,.423,.423,,.733
Bailey Howell,DET,.400,7.6,75,,2346,510,1119,510,1119,,,312,422,,,790,63,,,,282,1332,.456,.456,,.739
Richie Guerin,NYK,.360,7.4,74,,2429,579,1379,579,1379,,,457,591,,,505,468,,,,242,1615,.420,.420,,.773
Sam Jones,BOS,.787,5.9,74,,1512,355,782,355,782,,,168,220,,,375,125,,,,101,878,.454,.454,,.764
Hal Greer,SYR,.600,5.8,70,,1979,388,815,388,815,,,148,189,,,303,188,,,,208,924,.476,.476,,.783
Willie Naulls,NYK,.360,5.3,65,,2250,551,1286,551,1286,,,286,342,,,921,138,,,,214,1388,.428,.428,,.836
Frank Ramsey,BOS,.787,5.3,73,,2009,422,1062,422,1062,,,273,347,,,506,137,,,,251,1117,.397,.397,,.787
Guy Rodgers,PHW,.653,4.3,68,,2483,338,870,338,870,,,111,181,,,391,482,,,,196,787,.389,.389,,.613
