Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kendrick Perkins,BOS,.756,5.6,76,76,2253,276,478,276,476,0,2,96,160,204,415,619,96,22,150,165,253,648,.577,.580,.000,.600
John Salmons,TOT,,5.6,79,74,2959,516,1093,390,791,126,302,288,347,59,274,333,249,83,24,165,182,1446,.472,.493,.417,.830
Ramon Sessions,MIL,.415,5.6,79,39,2173,345,775,339,741,6,34,281,354,64,205,269,452,83,7,152,158,977,.445,.457,.176,.794
Andrew Bynum,LAL,.793,5.5,50,50,1446,281,502,281,502,0,0,152,215,137,261,398,71,18,90,85,157,714,.560,.560,,.707
Metta World Peace,HOU,.646,5.5,69,55,2452,416,1037,263,654,153,383,196,262,65,294,359,229,105,24,140,155,1181,.401,.402,.399,.748
Thaddeus Young,PHI,.500,5.5,75,71,2580,475,960,419,796,56,164,139,189,139,238,377,86,100,23,118,165,1145,.495,.526,.341,.735
Chris Andersen,DEN,.659,5.4,71,1,1460,160,292,158,282,2,10,130,181,163,279,442,31,41,175,69,174,452,.548,.560,.200,.718
Andris Biedrins,GSW,.354,5.4,62,58,1863,308,533,308,532,0,1,119,216,223,470,693,121,63,96,110,236,735,.578,.579,.000,.551
Rafer Alston,TOT,,5.3,77,76,2447,316,820,204,489,112,331,156,208,33,194,227,406,108,10,140,135,900,.385,.417,.338,.750
Grant Hill,PHO,.561,5.3,82,68,2445,390,745,366,669,24,76,181,224,64,341,405,186,90,54,126,182,985,.523,.547,.316,.808
Kevin Love,MIN,.293,5.3,81,37,2048,316,688,314,669,2,19,265,336,274,460,734,84,35,50,118,205,899,.459,.469,.105,.789
Travis Outlaw,POR,.659,5.3,81,6,2246,385,850,296,614,89,236,175,242,70,261,331,83,47,57,94,168,1034,.453,.482,.377,.723
Shane Battier,HOU,.646,5.2,60,59,2031,145,354,54,117,91,237,55,67,52,233,285,137,48,54,49,114,436,.410,.462,.384,.821
Marcus Camby,LAC,.232,5.2,62,55,1925,254,496,253,492,1,4,132,182,161,529,690,127,51,132,93,129,641,.512,.514,.250,.725
Mario Chalmers,MIA,.524,5.2,82,82,2626,278,662,164,351,114,311,148,193,37,191,228,403,160,8,165,240,818,.420,.467,.367,.767
Shawn Marion,TOT,,5.2,69,68,2470,382,788,372,735,10,53,117,147,180,409,589,139,88,66,105,132,891,.485,.506,.189,.796
D.J. Augustin,CHA,.427,5.1,72,12,1908,267,621,159,375,108,246,208,233,17,116,133,250,42,2,119,140,850,.430,.424,.439,.893
Brad Miller,TOT,,5.1,70,43,2100,292,614,269,558,23,56,224,272,150,395,545,234,52,36,130,223,831,.476,.482,.411,.824
Rasheed Wallace,DET,.476,5.1,66,63,2123,302,720,189,401,113,319,78,101,56,434,490,91,62,86,59,197,795,.419,.471,.354,.772
Carmelo Anthony,DEN,.659,5.0,66,66,2277,535,1207,472,1037,63,170,371,468,106,344,450,222,75,24,199,195,1504,.443,.455,.371,.793
Leandro Barbosa,PHO,.561,5.0,70,11,1705,366,759,276,519,90,240,171,194,34,147,181,162,82,7,93,115,993,.482,.532,.375,.881
Nick Collison,OKC,.280,5.0,71,40,1831,243,428,243,426,0,2,98,136,181,308,489,66,51,50,73,239,584,.568,.570,.000,.721
Manu Ginobili,SAS,.659,5.0,44,7,1181,223,491,154,282,69,209,168,190,24,174,198,157,64,16,88,90,683,.454,.546,.330,.884
Eddie House,BOS,.756,4.9,81,0,1479,249,560,98,220,151,340,42,53,11,146,157,92,61,7,55,113,691,.445,.445,.444,.792
Al Jefferson,MIN,.293,4.9,50,50,1836,485,975,485,971,0,4,186,252,172,376,548,79,39,83,92,141,1156,.497,.499,.000,.738
Jamario Moon,TOT,,4.9,80,60,2068,222,474,157,291,65,183,68,80,58,307,365,95,86,60,43,133,577,.468,.540,.355,.850
Leon Powe,BOS,.756,4.9,70,7,1227,177,338,177,338,0,0,184,267,145,200,345,46,24,38,76,192,538,.524,.524,,.689
