Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
LeBron James,CLE,.805,20.3,81,81,3054,789,1613,657,1229,132,384,594,762,106,507,613,587,137,93,241,139,2304,.489,.535,.344,.780
Chris Paul,NOH,.598,18.3,78,78,3002,631,1255,567,1079,64,176,455,524,69,363,432,861,216,10,231,212,1781,.503,.525,.364,.868
Dwyane Wade,MIA,.524,14.7,79,79,3048,854,1739,766,1461,88,278,590,771,89,309,398,589,173,106,272,178,2386,.491,.524,.317,.765
Pau Gasol,LAL,.793,13.9,81,81,2999,592,1045,591,1043,1,2,343,439,262,518,780,284,52,81,157,172,1528,.567,.567,.500,.781
Dwight Howard,ORL,.720,13.8,79,79,2821,560,979,560,977,0,2,504,849,336,757,1093,112,77,231,240,270,1624,.572,.573,.000,.594
Brandon Roy,POR,.659,13.5,78,78,2903,633,1318,550,1098,83,220,416,505,104,266,370,400,88,22,152,127,1765,.480,.501,.377,.824
Kobe Bryant,LAL,.793,12.7,82,82,2960,800,1712,682,1376,118,336,483,564,90,339,429,399,120,37,210,189,2201,.467,.496,.351,.856
Ray Allen,BOS,.756,11.1,79,79,2876,499,1040,300,554,199,486,237,249,66,212,278,218,69,13,134,157,1434,.480,.542,.409,.952
Dirk Nowitzki,DAL,.610,10.9,81,81,3050,774,1616,713,1446,61,170,485,545,88,593,681,197,61,63,157,176,2094,.479,.493,.359,.890
Yao Ming,HOU,.646,10.6,77,77,2589,566,1032,565,1031,1,1,381,440,204,557,761,137,30,150,234,257,1514,.548,.548,1.000,.866
Paul Pierce,BOS,.756,10.3,81,81,3035,540,1181,421,877,119,304,459,553,56,401,457,294,80,27,228,215,1658,.457,.480,.391,.830
Chauncey Billups,TOT,,10.1,79,79,2789,410,980,248,583,162,397,418,458,32,207,239,506,93,18,177,161,1400,.418,.425,.408,.913
Tim Duncan,SAS,.659,10.1,75,75,2524,558,1107,558,1105,0,2,334,483,201,599,800,264,38,126,165,173,1450,.504,.505,.000,.692
Rajon Rondo,BOS,.756,9.9,80,80,2642,383,759,368,711,15,48,172,268,100,316,416,659,149,11,209,193,953,.505,.518,.313,.642
Mo Williams,CLE,.805,9.8,81,81,2834,526,1126,343,706,183,420,208,228,47,232,279,329,69,9,179,215,1443,.467,.486,.436,.912
Chris Bosh,TOR,.402,9.7,77,77,2928,615,1263,603,1214,12,49,504,617,215,556,771,191,67,77,174,189,1746,.487,.497,.245,.817
LaMarcus Aldridge,POR,.659,9.5,81,81,3004,601,1243,594,1215,7,28,261,334,234,371,605,157,77,77,121,207,1470,.484,.489,.250,.781
Rashard Lewis,ORL,.720,9.5,79,79,2859,478,1089,258,535,220,554,225,269,92,361,453,205,81,51,158,194,1401,.439,.482,.397,.836
Gerald Wallace,CHA,.427,9.5,71,71,2669,389,811,350,680,39,131,365,454,112,441,553,189,121,67,148,210,1182,.480,.515,.298,.804
Nene Hilario,DEN,.659,9.3,77,76,2510,428,709,427,704,1,5,266,368,183,415,598,108,95,101,147,278,1123,.604,.607,.200,.723
Andre Iguodala,PHI,.500,9.2,82,82,3269,542,1147,462,886,80,261,377,521,92,379,471,434,131,36,222,152,1541,.473,.521,.307,.724
David Lee,NYK,.390,9.0,81,74,2824,522,951,522,948,0,3,249,330,256,695,951,174,80,22,150,260,1293,.549,.551,.000,.755
Andre Miller,PHI,.500,8.8,82,82,2976,492,1041,477,988,15,53,338,409,123,245,368,534,109,14,199,196,1337,.473,.483,.283,.826
Tony Parker,SAS,.659,8.6,72,71,2456,639,1263,620,1198,19,65,284,363,27,196,223,496,67,4,186,110,1581,.506,.518,.292,.782
Luis Scola,HOU,.646,8.6,82,82,2488,424,799,424,796,0,3,196,258,200,520,720,123,68,11,123,261,1044,.531,.533,.000,.760
Jason Kidd,DAL,.610,8.5,81,81,2886,257,618,126,295,131,323,86,105,85,415,500,702,160,39,185,168,731,.416,.427,.406,.819
Troy Murphy,IND,.439,8.5,73,73,2482,364,767,203,409,161,358,152,184,146,715,861,172,58,34,114,226,1041,.475,.496,.450,.826
Deron Williams,UTA,.585,8.4,68,68,2505,463,984,393,758,70,226,326,384,24,171,195,725,73,20,228,134,1322,.471,.518,.310,.849
Emeka Okafor,CHA,.427,8.2,82,81,2691,433,772,433,772,0,0,219,369,275,552,827,53,48,136,144,247,1085,.561,.561,,.593
Antawn Jamison,WAS,.232,8.1,81,81,3096,674,1441,562,1122,112,319,341,452,196,525,721,153,95,25,125,218,1801,.468,.501,.351,.754
Danny Granger,IND,.439,8.0,67,66,2424,571,1277,389,827,182,450,404,460,49,292,341,183,69,97,165,207,1728,.447,.470,.404,.878
Anderson Varejao,CLE,.805,8.0,81,42,2306,270,504,270,502,0,2,154,250,166,415,581,81,75,66,80,239,694,.536,.538,.000,.616
Kevin Durant,OKC,.280,7.9,74,74,2885,661,1390,564,1160,97,230,452,524,77,405,482,205,96,53,225,134,1871,.476,.486,.422,.863
Shaquille O'Neal,PHO,.561,7.8,75,75,2252,512,841,512,840,0,1,309,519,187,446,633,126,49,108,168,253,1333,.609,.610,.000,.595
David West,NOH,.598,7.8,76,76,2982,610,1292,604,1267,6,25,367,415,160,486,646,173,49,68,163,207,1593,.472,.477,.240,.884
Paul Millsap,UTA,.585,7.7,76,38,2290,400,749,400,745,0,4,228,326,251,403,654,138,78,73,129,288,1028,.534,.537,.000,.699
Joe Johnson,ATL,.573,7.6,79,79,3124,620,1420,471,1006,149,414,299,362,65,281,346,455,84,19,195,176,1688,.437,.468,.360,.826
Jose Calderon,TOR,.402,7.5,68,68,2333,320,644,238,442,82,202,151,154,16,178,194,607,74,7,143,114,873,.497,.538,.406,.981
Vince Carter,NJN,.415,7.5,80,80,2946,588,1345,437,953,151,392,335,410,74,336,410,376,82,38,166,234,1662,.437,.459,.385,.817
Devin Harris,NJN,.415,7.5,69,69,2494,455,1039,391,819,64,220,496,605,30,201,231,476,114,13,212,164,1470,.438,.477,.291,.820
Mehmet Okur,UTA,.585,7.4,72,72,2409,431,888,341,686,90,202,273,334,124,433,557,120,54,53,132,219,1225,.485,.497,.446,.817
Steve Nash,PHO,.561,7.3,74,74,2484,428,851,320,605,108,246,196,210,19,204,223,717,55,10,248,108,1160,.503,.529,.439,.933
Jason Terry,DAL,.610,7.3,74,11,2491,541,1168,374,712,167,456,198,225,39,138,177,251,97,20,119,141,1447,.463,.525,.366,.880
Hedo Turkoglu,ORL,.720,7.3,77,77,2815,423,1025,289,649,134,376,314,389,45,365,410,375,64,19,204,218,1294,.413,.445,.356,.807
Kevin Garnett,BOS,.756,7.1,57,57,1772,393,740,391,732,2,8,111,132,78,407,485,144,63,68,90,128,899,.531,.534,.250,.841
Mike Bibby,ATL,.573,6.9,79,79,2740,437,1005,270,577,167,428,135,171,38,240,278,392,98,11,128,145,1176,.435,.468,.390,.789
Ben Gordon,CHI,.500,6.9,82,76,2999,598,1315,425,893,173,422,330,382,52,231,283,279,71,22,200,184,1699,.455,.476,.410,.864
Lamar Odom,LAL,.793,6.9,78,32,2316,346,703,313,600,33,103,160,257,176,461,637,204,77,98,138,235,885,.492,.522,.320,.623
Matt Bonner,SAS,.659,6.8,81,67,1928,266,536,148,268,118,268,17,23,97,289,386,82,47,26,37,190,667,.496,.552,.440,.739
Ronnie Brewer,UTA,.585,6.8,81,80,2605,421,828,399,743,22,85,247,352,101,199,300,179,138,30,110,128,1111,.508,.537,.259,.702
Al Horford,ATL,.573,6.8,67,67,2242,312,594,312,593,0,1,149,205,145,479,624,163,53,95,103,190,773,.525,.526,.000,.727
Richard Jefferson,MIL,.415,6.6,82,82,2939,537,1222,421,930,116,292,417,518,57,317,374,199,66,14,165,252,1607,.439,.453,.397,.805
Joel Przybilla,POR,.659,6.6,82,43,1952,168,269,168,268,0,1,112,169,204,513,717,27,34,97,78,215,448,.625,.627,.000,.663
Marc Gasol,MEM,.293,6.4,82,75,2521,350,661,350,660,0,1,275,375,201,404,605,143,63,90,164,265,975,.530,.530,.000,.733
Joakim Noah,CHI,.500,6.4,80,55,1938,207,372,207,371,0,1,123,182,244,362,606,106,49,110,82,238,537,.556,.558,.000,.676
Delonte West,CLE,.805,6.4,64,64,2152,285,624,194,396,91,228,90,108,31,172,203,226,94,13,92,125,751,.457,.490,.399,.833
Derek Fisher,LAL,.793,6.3,82,82,2441,292,688,172,386,120,302,110,130,25,163,188,261,95,6,72,187,814,.424,.446,.397,.846
Tayshaun Prince,DET,.476,6.2,82,82,3057,459,1020,403,879,56,141,189,243,128,348,476,253,44,51,101,104,1163,.450,.458,.397,.778
Trevor Ariza,LAL,.793,6.1,82,20,1999,274,596,213,405,61,191,120,169,111,241,352,145,137,24,87,166,729,.460,.526,.319,.710
Erick Dampier,DAL,.610,6.1,80,80,1836,182,280,182,280,0,0,90,141,216,349,565,77,24,95,74,191,454,.650,.650,,.638
Rudy Fernandez,POR,.659,6.1,78,4,1993,268,630,109,232,159,398,120,143,47,160,207,159,69,12,86,111,815,.425,.470,.399,.839
Amar'e Stoudemire,PHO,.561,6.1,53,53,1948,404,749,401,742,3,7,323,387,116,314,430,104,49,57,150,163,1134,.539,.540,.429,.835
Marvin Williams,ATL,.573,6.1,61,59,2093,285,622,230,467,55,155,220,273,110,272,382,81,57,39,70,127,845,.458,.493,.355,.806
Jameer Nelson,ORL,.720,6.0,42,42,1309,267,531,185,350,82,181,86,97,20,125,145,226,51,3,83,123,702,.503,.529,.453,.887
Carl Landry,HOU,.646,5.9,69,0,1467,240,418,239,415,1,3,157,193,124,219,343,39,26,31,68,166,638,.574,.576,.333,.813
Nate Robinson,NYK,.390,5.9,74,11,2209,449,1028,324,643,125,385,249,296,98,192,290,301,95,6,139,206,1272,.437,.504,.325,.841
Steve Blake,POR,.659,5.8,69,69,2188,277,647,137,319,140,328,63,75,28,145,173,348,69,4,108,126,757,.428,.429,.427,.840
Brook Lopez,NJN,.415,5.8,82,75,2501,448,844,448,842,0,2,172,217,225,440,665,86,44,151,147,257,1068,.531,.532,.000,.793
Jason Richardson,TOT,,5.8,72,71,2410,465,974,336,649,129,325,153,199,77,242,319,146,76,28,95,146,1212,.477,.518,.397,.769
J.R. Smith,DEN,.659,5.8,81,18,2245,424,950,244,497,180,453,205,272,43,254,297,227,78,14,150,190,1233,.446,.491,.397,.754
Udonis Haslem,MIA,.524,5.7,75,75,2560,333,643,333,643,0,0,128,170,169,449,618,85,43,25,82,204,794,.518,.518,,.753
Zydrunas Ilgauskas,CLE,.805,5.6,65,65,1765,342,724,327,685,15,39,139,174,157,333,490,64,28,84,90,183,838,.472,.477,.385,.799
Antonio McDyess,DET,.476,5.6,62,30,1866,268,525,268,525,0,0,60,86,185,422,607,83,41,50,51,191,596,.510,.510,,.698
