Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Loy Vaught,LAC,.329,5.5,75,56,2118,373,695,373,690,0,5,131,182,218,438,656,74,76,22,96,221,877,.537,.541,.000,.720
Terry Porter,POR,.573,5.4,77,34,2074,348,836,238,554,110,282,204,234,45,170,215,401,79,18,166,132,1010,.416,.430,.390,.872
Wayman Tisdale,SAC,.341,5.4,79,77,2557,552,1102,552,1102,0,0,215,266,159,401,560,139,37,52,124,290,1319,.501,.501,,.808
Oliver Miller,PHO,.683,5.3,69,30,1786,277,455,275,446,2,9,80,137,140,336,476,244,83,156,164,230,636,.609,.617,.222,.584
Kevin Edwards,NJN,.549,5.1,82,82,2727,471,1028,436,929,35,99,167,217,94,187,281,232,120,34,135,150,1144,.458,.469,.354,.770
Grant Long,MIA,.512,5.1,69,59,2201,300,672,299,666,1,6,187,238,190,305,495,170,89,26,125,244,788,.446,.449,.167,.786
Olden Polynice,TOT,,5.1,68,65,2402,346,662,346,660,0,2,97,191,299,510,809,41,42,67,78,189,789,.523,.524,.000,.508
Spud Webb,SAC,.341,5.1,79,62,2567,373,810,318,646,55,164,204,251,44,178,222,528,93,23,168,182,1005,.460,.492,.335,.813
Dell Curry,CHH,.500,5.0,82,0,2173,533,1171,381,793,152,378,117,134,71,191,262,221,98,27,120,161,1335,.455,.480,.402,.873
Antonio Davis,IND,.573,5.0,81,4,1732,216,425,216,424,0,1,194,302,190,315,505,55,45,84,107,189,626,.508,.509,.000,.642
Derrick McKey,IND,.573,5.0,76,76,2613,355,710,346,679,9,31,192,254,129,273,402,327,111,49,228,248,911,.500,.510,.290,.756
Dennis Scott,ORL,.610,5.0,82,37,2283,384,949,229,561,155,388,123,159,54,164,218,216,81,32,93,161,1046,.405,.408,.399,.774
Michael Cage,SEA,.768,4.9,82,42,1708,171,314,171,313,0,1,36,74,164,280,444,45,77,38,51,179,378,.545,.546,.000,.486
Anthony Mason,NYK,.695,4.9,73,12,1903,206,433,206,432,0,1,116,161,158,269,427,151,31,9,107,190,528,.476,.477,.000,.720
John Salley,MIA,.512,4.8,76,45,1910,208,436,206,433,2,3,164,225,132,275,407,135,56,78,94,260,582,.477,.476,.667,.729
Reggie Williams,DEN,.512,4.8,82,68,2654,418,1014,354,784,64,230,165,225,98,294,392,300,117,66,163,288,1065,.412,.452,.278,.733
Dana Barros,PHI,.305,4.7,81,70,2519,412,878,277,524,135,354,116,145,28,168,196,424,107,5,167,96,1075,.469,.529,.381,.800
Bison Dele,DEN,.512,4.7,80,1,1507,251,464,251,461,0,3,137,211,138,308,446,50,49,87,104,221,639,.541,.544,.000,.649
Chris Mullin,GSW,.610,4.7,62,39,2324,410,869,355,718,55,151,165,219,64,281,345,315,107,53,178,114,1040,.472,.494,.364,.753
Felton Spencer,UTA,.646,4.7,79,79,2210,256,507,256,507,0,0,165,272,235,423,658,43,41,67,127,304,677,.505,.505,,.607
Chris Gatling,GSW,.610,4.5,82,23,1296,271,461,271,460,0,1,129,208,143,254,397,41,40,63,84,223,671,.588,.589,.000,.620
Matt Geiger,MIA,.512,4.5,72,0,1199,202,352,201,347,1,5,116,149,119,184,303,32,36,29,61,201,521,.574,.579,.200,.779
Sedale Threatt,LAL,.402,4.5,81,20,2278,411,852,406,819,5,33,138,155,28,125,153,344,110,19,106,186,965,.482,.496,.152,.890
